game_nr,object,fixed indices,context condition,message
1045,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 0, 0]"
488,[0. 1. 2.],[1. 1. 1.],2,"[3, 9, 0, 0]"
1061,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
1261,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 0, 0]"
335,[0. 1. 2.],[1. 1. 1.],2,"[3, 9, 0, 0]"
593,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
1316,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 0, 0]"
1061,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
151,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
1046,[0. 1. 2.],[1. 1. 1.],2,"[3, 9, 0, 0]"
102,[0. 1. 2.],[1. 1. 1.],1,"[3, 9, 0, 0]"
1438,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 9, 0]"
1281,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 9, 0]"
335,[0. 1. 2.],[1. 1. 1.],2,"[3, 9, 0, 0]"
1641,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
593,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
1316,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 0, 0]"
151,[0. 1. 2.],[1. 1. 1.],0,"[3, 0, 0, 0]"
488,[0. 1. 2.],[1. 1. 1.],2,"[3, 9, 0, 0]"
29,[0. 1. 2.],[1. 1. 1.],1,"[3, 0, 9, 0]"
