game_nr,object,fixed indices,context condition,message
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
1945,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
2586,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 16, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
4810,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 3, 19, 16, 0]"
8013,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
8013,[6. 4. 4. 2.],[1. 1. 1. 1.],3,"[13, 16, 3, 19, 0]"
