dataset,run,entropy_score,value,condition
"(3,8)",1,effectiveness,,coarse
"(3,16)",1,effectiveness,,coarse
"(4,4)",1,effectiveness,,coarse
"(4,8)",1,effectiveness,,coarse
"(5,4)",1,effectiveness,,coarse
"(3,4)",2,effectiveness,,coarse
"(3,8)",2,effectiveness,,coarse
"(3,16)",2,effectiveness,,coarse
"(4,4)",2,effectiveness,,coarse
"(4,8)",2,effectiveness,,coarse
"(5,4)",2,effectiveness,,coarse
"(3,4)",3,effectiveness,,coarse
"(3,8)",3,effectiveness,,coarse
"(3,16)",3,effectiveness,,coarse
"(4,4)",3,effectiveness,,coarse
"(4,8)",3,effectiveness,,coarse
"(5,4)",3,effectiveness,,coarse
"(3,4)",4,effectiveness,,coarse
"(3,8)",4,effectiveness,,coarse
"(3,16)",4,effectiveness,,coarse
"(4,4)",4,effectiveness,,coarse
"(4,8)",4,effectiveness,,coarse
"(5,4)",4,effectiveness,,coarse
"(3,4)",0,consistency,,coarse
"(3,8)",0,consistency,,coarse
"(3,16)",0,consistency,,coarse
"(4,4)",0,consistency,,coarse
"(4,8)",0,consistency,,coarse
"(5,4)",0,consistency,,coarse
"(3,4)",1,consistency,,coarse
"(3,8)",1,consistency,,coarse
"(3,16)",1,consistency,,coarse
"(4,4)",1,consistency,,coarse
"(4,8)",1,consistency,,coarse
"(5,4)",1,consistency,,coarse
"(3,4)",2,consistency,,coarse
"(3,8)",2,consistency,,coarse
"(3,16)",2,consistency,,coarse
"(4,4)",2,consistency,,coarse
"(4,8)",2,consistency,,coarse
"(5,4)",2,consistency,,coarse
"(3,4)",3,consistency,,coarse
"(3,8)",3,consistency,,coarse
"(3,16)",3,consistency,,coarse
"(4,4)",3,consistency,,coarse
"(4,8)",3,consistency,,coarse
"(5,4)",3,consistency,,coarse
"(3,4)",4,consistency,,coarse
"(3,8)",4,consistency,,coarse
"(3,16)",4,consistency,,coarse
"(4,4)",4,consistency,,coarse
"(4,8)",4,consistency,,coarse
"(5,4)",4,consistency,,coarse
"(3,4)",0,consistency,,coarse
"(3,8)",0,consistency,,coarse
"(3,16)",0,consistency,,coarse
"(4,4)",0,consistency,,coarse
"(4,8)",0,consistency,,coarse
"(5,4)",0,consistency,,coarse
"(3,4)",1,consistency,,coarse
"(3,8)",1,consistency,,coarse
"(3,16)",1,consistency,,coarse
"(4,4)",1,consistency,,coarse
"(4,8)",1,consistency,,coarse
"(5,4)",1,consistency,,coarse
"(3,4)",2,consistency,,coarse
"(3,8)",2,consistency,,coarse
"(3,16)",2,consistency,,coarse
"(4,4)",2,consistency,,coarse
"(4,8)",2,consistency,,coarse
"(5,4)",2,consistency,,coarse
"(3,4)",3,consistency,,coarse
"(3,8)",3,consistency,,coarse
"(3,16)",3,consistency,,coarse
"(4,4)",3,consistency,,coarse
"(4,8)",3,consistency,,coarse
"(5,4)",3,consistency,,coarse
"(3,4)",4,consistency,,coarse
"(3,8)",4,consistency,,coarse
"(3,16)",4,consistency,,coarse
"(4,4)",4,consistency,,coarse
"(4,8)",4,consistency,,coarse
"(5,4)",4,consistency,,coarse
"(3,4)",0,consistency,0.9448824313269751,coarse
"(3,8)",0,consistency,0.9884625556287276,coarse
"(3,16)",0,consistency,0.9790898076827328,coarse
"(4,4)",0,consistency,0.8767578750728675,coarse
"(4,8)",0,consistency,0.9196542217167578,coarse
"(5,4)",0,consistency,0.8210809479587793,coarse
"(3,4)",1,consistency,0.9444040400832617,coarse
"(3,8)",1,consistency,0.987220250802578,coarse
"(3,16)",1,consistency,0.9954204449023144,coarse
"(4,4)",1,consistency,0.8731425635004586,coarse
"(4,8)",1,consistency,0.90094097718801,coarse
"(5,4)",1,consistency,0.8238231075909083,coarse
"(3,4)",2,consistency,0.9606934531753175,coarse
"(3,8)",2,consistency,0.9827143940830151,coarse
"(3,16)",2,consistency,0.9854441512444316,coarse
"(4,4)",2,consistency,0.8775460830795915,coarse
"(4,8)",2,consistency,0.9131615708874028,coarse
"(5,4)",2,consistency,0.8363621563536022,coarse
"(3,4)",3,consistency,0.9524622954725026,coarse
"(3,8)",3,consistency,0.963799600624667,coarse
"(3,16)",3,consistency,0.9555428174365767,coarse
"(4,4)",3,consistency,0.8705572620166042,coarse
"(4,8)",3,consistency,0.8984652513383607,coarse
"(5,4)",3,consistency,0.8020065183837792,coarse
"(3,4)",4,consistency,0.9208462128802052,coarse
"(3,8)",4,consistency,0.9757778657059406,coarse
"(3,16)",4,consistency,0.9955229282533531,coarse
"(4,4)",4,consistency,0.8633451955322095,coarse
"(4,8)",4,consistency,0.9081193309973735,coarse
"(5,4)",4,consistency,0.8126036561528872,coarse
