game_nr,message,targets,fixed indices,context condition,distractors,accuracy
607,"[2, 1, 1]",[0. 3. 1.],[0. 1. 1.],0,[3. 0. 2.],0.9750806093215942
144,"[2, 1, 3, 1, 1]",[1. 3. 1.],[1. 0. 1.],1,[1. 2. 0.],0.9964171051979065
2,"[2, 2, 2, 1, 1]",[3. 3. 1.],[1. 1. 1.],0,[0. 2. 2.],0.9961878657341003
399,"[2, 2, 2, 1, 1]",[3. 3. 1.],[1. 1. 1.],0,[2. 2. 2.],0.9959500432014465
659,"[2, 2, 2, 1, 1]",[3. 3. 1.],[1. 1. 1.],1,[1. 0. 1.],0.9999873638153076
