attributes,values,game_size,vocab_size_factor,n_epochs,batch_size,learning_rate,hidden_size,temp_update,temperature,train_loss,train_accuracy,test_loss,test_accuracy
3,3,3,3.0,100.0,64,0.001,128,0.99,2.0,0.1362627148628235,0.9428895711898804,0.4687490165233612,0.8627450466156006
3,3,3,3.0,100.0,64,0.001,256,0.97,1.0,0.6729720830917358,0.5690104365348816,0.690973699092865,0.5135660171508789
3,3,3,3.0,100.0,64,0.001,256,0.99,1.0,0.1621418446302414,0.9389870166778564,0.34463560581207275,0.8727007508277893
3,3,3,3.0,100.0,64,0.001,256,0.97,1.5,0.11529428511857986,0.9596289396286011,0.36621955037117004,0.9072041511535645
3,3,3,3.0,100.0,64,0.001,256,0.99,1.5,0.07663564383983612,0.9674091935157776,0.5048211812973022,0.8889093995094299
3,3,3,3.0,100.0,64,0.001,256,0.97,2.0,0.12016494572162628,0.9553998112678528,0.4375198185443878,0.8847397565841675
3,3,3,3.0,100.0,64,0.001,256,0.99,2.0,0.1495143473148346,0.9437682628631592,0.29378849267959595,0.9098997116088867
3,3,4,3.0,100.0,32,0.0005,128,0.97,1.0,0.19809989631175995,0.9279828667640686,0.4003303050994873,0.8728447556495667
3,3,4,3.0,100.0,32,0.0005,128,0.99,1.0,0.16868993639945984,0.9380325078964233,0.21756598353385925,0.9262821674346924
3,3,4,3.0,100.0,32,0.0005,128,0.97,1.5,0.1961565911769867,0.9239408373832703,0.3278518617153168,0.8828125
3,3,4,3.0,100.0,32,0.0005,128,0.99,1.5,0.1420200914144516,0.9470404982566833,0.38517874479293823,0.8814522624015808
3,3,4,3.0,100.0,32,0.0005,128,0.97,2.0,0.17423252761363983,0.9400885105133057,0.34809115529060364,0.8881579041481018
3,3,4,3.0,100.0,32,0.0005,128,0.99,2.0,0.1346781849861145,0.950814962387085,0.48647698760032654,0.8554348945617676
3,3,4,3.0,100.0,32,0.0005,256,0.97,1.0,0.11475668847560883,0.951957643032074,0.3952715992927551,0.8836957216262817
3,3,4,3.0,100.0,32,0.0005,256,0.99,1.0,0.10654737800359726,0.9599866271018982,0.40233466029167175,0.9010869860649109
3,3,4,3.0,100.0,32,0.0005,256,0.97,1.5,0.13175742328166962,0.954491138458252,0.3529777526855469,0.8986627459526062
3,3,4,3.0,100.0,32,0.0005,256,0.99,1.5,0.14012852311134338,0.9548506736755371,0.4985446631908417,0.8915929794311523
3,3,4,3.0,100.0,32,0.0005,256,0.97,2.0,0.20852124691009521,0.9137687087059021,0.4344843029975891,0.8397756814956665
3,3,4,3.0,100.0,32,0.0005,256,0.99,2.0,0.08163481205701828,0.9716393351554871,0.30586329102516174,0.9026549458503723
3,3,4,3.0,100.0,32,0.001,128,0.97,1.0,0.13708899915218353,0.9500739574432373,0.3047035336494446,0.9002193212509155
3,3,4,3.0,100.0,32,0.001,128,0.99,1.0,0.1536313146352768,0.9373149275779724,0.47889044880867004,0.864130437374115
3,3,4,3.0,100.0,32,0.001,128,0.97,1.5,0.19200129806995392,0.9196799993515015,0.3515462875366211,0.8555847406387329
3,3,4,3.0,100.0,32,0.001,128,0.99,1.5,0.08054689317941666,0.9680230021476746,0.31062301993370056,0.9116378426551819
3,3,4,3.0,100.0,32,0.001,128,0.97,2.0,0.10876991599798203,0.9604656100273132,0.4066959321498871,0.8973214030265808
3,3,4,3.0,100.0,32,0.001,128,0.99,2.0,0.04339469596743584,0.988058865070343,0.26174649596214294,0.9239583611488342
3,3,4,3.0,100.0,32,0.001,256,0.97,1.0,0.22939085960388184,0.9142408967018127,0.34547677636146545,0.8803879022598267
3,3,4,3.0,100.0,32,0.001,256,0.97,1.5,0.12689870595932007,0.9483405947685242,0.3358062207698822,0.9026203751564026
3,3,4,3.0,100.0,32,0.001,256,0.99,1.5,0.183865025639534,0.9323208332061768,0.45294976234436035,0.8782895803451538
3,3,4,3.0,100.0,32,0.001,256,0.97,2.0,0.04715985804796219,0.9837996363639832,0.4119147062301636,0.9003387689590454
3,3,4,3.0,100.0,32,0.001,256,0.99,2.0,0.02858513407409191,0.9914175271987915,0.33890071511268616,0.9159291386604309
3,3,4,3.0,100.0,64,0.0005,128,0.97,1.0,0.25642237067222595,0.8935643434524536,0.30478841066360474,0.8706521987915039
3,3,4,3.0,100.0,64,0.0005,128,0.99,1.0,0.255420982837677,0.8948112726211548,0.33784645795822144,0.8717948794364929
3,3,4,3.0,100.0,64,0.0005,128,0.97,1.5,0.2099171131849289,0.9230760335922241,0.32778698205947876,0.8695176243782043
3,3,4,3.0,100.0,64,0.0005,128,0.99,1.5,0.18571653962135315,0.9310716390609741,0.3660852015018463,0.8782609105110168
3,3,4,3.0,100.0,64,0.0005,128,0.97,2.0,0.20467530190944672,0.9205196499824524,0.3524662256240845,0.8561946749687195
3,3,4,3.0,100.0,64,0.0005,128,0.99,2.0,0.22151558101177216,0.9149553179740906,0.3744691014289856,0.8804348707199097
3,3,4,3.0,100.0,64,0.0005,256,0.97,1.0,0.07810839265584946,0.9732136130332947,0.166473388671875,0.9406779408454895
3,3,4,3.0,100.0,64,0.0005,256,0.99,1.0,0.1496892273426056,0.9467325210571289,0.30166852474212646,0.8996477127075195
3,3,4,3.0,100.0,64,0.0005,256,0.97,1.5,0.10360825061798096,0.9638025760650635,0.2975545823574066,0.8938053250312805
3,3,4,3.0,100.0,64,0.0005,256,0.99,1.5,0.14507129788398743,0.9534441232681274,0.3196676969528198,0.897253692150116
3,3,4,3.0,100.0,64,0.0005,256,0.97,2.0,0.16283860802650452,0.9417027235031128,0.33802780508995056,0.8871639370918274
3,3,4,3.0,100.0,64,0.0005,256,0.99,2.0,0.062127165496349335,0.9750710129737854,0.3263012766838074,0.9195652008056641
3,3,4,3.0,100.0,64,0.001,128,0.97,1.0,0.26011377573013306,0.894117534160614,0.34667015075683594,0.8693126440048218
3,3,4,3.0,100.0,64,0.001,128,0.99,1.0,0.2009330838918686,0.932461678981781,0.41524529457092285,0.8650442361831665
3,3,4,3.0,100.0,64,0.001,128,0.97,1.5,0.1678503006696701,0.9335770606994629,0.3237677216529846,0.8783186078071594
3,3,4,3.0,100.0,64,0.001,128,0.99,1.5,0.1272050440311432,0.9499219655990601,0.2762381434440613,0.9129464030265808
3,3,4,3.0,100.0,64,0.001,128,0.97,2.0,0.17834848165512085,0.9393699169158936,0.31696271896362305,0.8973214030265808
3,3,4,3.0,100.0,64,0.001,128,0.99,2.0,0.13857854902744293,0.9542051553726196,0.40352663397789,0.868534505367279
3,3,4,3.0,100.0,64,0.001,256,0.97,1.0,0.23744480311870575,0.9065483808517456,0.37949448823928833,0.8675001263618469
3,3,4,3.0,100.0,64,0.001,256,0.99,1.0,0.6802883148193359,0.5805470943450928,0.6885735988616943,0.5765765905380249
3,3,4,3.0,100.0,64,0.001,256,0.97,1.5,0.2041393518447876,0.9203009605407715,0.465948224067688,0.8494772911071777
3,3,4,3.0,100.0,64,0.001,256,0.99,1.5,0.1255062222480774,0.9542149305343628,0.32458004355430603,0.898635983467102
3,3,4,3.0,100.0,64,0.001,256,0.97,2.0,0.0635511726140976,0.9791701436042786,0.33022797107696533,0.9159483313560486
3,3,4,3.0,100.0,64,0.001,256,0.99,2.0,0.017661727964878082,0.9959632158279419,0.22846615314483643,0.9467368721961975
3,3,10,3.0,100.0,32,0.0005,128,0.97,1.0,0.21762137115001678,0.8947640657424927,0.2878623604774475,0.8907216787338257
3,3,10,3.0,100.0,32,0.0005,128,0.99,1.0,0.0543564036488533,0.9794573783874512,0.10847977548837662,0.9619932174682617
3,3,10,3.0,100.0,32,0.0005,128,0.97,1.5,0.12523818016052246,0.9539124965667725,0.16856901347637177,0.9431270956993103
3,3,10,3.0,100.0,32,0.0005,128,0.99,1.5,0.05182119831442833,0.9819840788841248,0.08763157576322556,0.9737201929092407
3,3,10,3.0,100.0,32,0.0005,128,0.97,2.0,0.09291091561317444,0.9651710987091064,0.18787558376789093,0.9431095123291016
3,3,10,3.0,100.0,32,0.0005,128,0.99,2.0,0.013636523857712746,0.9977527260780334,0.04651186242699623,0.9876325130462646
3,3,10,3.0,100.0,32,0.0005,256,0.97,1.0,0.1312662661075592,0.9505735635757446,0.17491894960403442,0.9344997406005859
3,3,10,3.0,100.0,32,0.0005,256,0.99,1.0,0.03595724329352379,0.9841726422309875,0.039214689284563065,0.985682487487793
3,3,10,3.0,100.0,32,0.0005,256,0.97,1.5,0.0742141604423523,0.9731132388114929,0.16819430887699127,0.9622377157211304
3,3,10,3.0,100.0,32,0.0005,256,0.99,1.5,0.002426956780254841,0.9992460012435913,0.04515859857201576,0.9927083253860474
3,3,10,3.0,100.0,32,0.0005,256,0.97,2.0,0.04687463864684105,0.9849464893341064,0.15594235062599182,0.9692578911781311
3,3,10,3.0,100.0,32,0.0005,256,0.99,2.0,0.021932736039161682,0.9932056665420532,0.085398830473423,0.9807828068733215
3,3,10,3.0,100.0,32,0.001,128,0.97,1.0,0.09819992631673813,0.9609654545783997,0.20333850383758545,0.9389678835868835
3,3,10,3.0,100.0,32,0.001,128,0.99,1.0,0.1107984334230423,0.9625851511955261,0.1846480816602707,0.935839056968689
3,3,10,3.0,100.0,32,0.001,128,0.97,1.5,0.025923842564225197,0.989051342010498,0.06932254880666733,0.9749997854232788
3,3,10,3.0,100.0,32,0.001,128,0.99,1.5,0.029063990339636803,0.9899193048477173,0.06736462563276291,0.9869416356086731
