message,n_concepts
"(8, 13, 13, 13, 0)",2
"(8, 14, 14, 14, 0)",1
"(8, 15, 3, 3, 0)",1
"(8, 15, 3, 15, 0)",1
"(8, 15, 8, 3, 0)",1
"(8, 15, 11, 11, 0)",1
"(8, 15, 11, 14, 0)",1
"(8, 15, 13, 13, 0)",1
"(8, 15, 15, 3, 0)",1
"(8, 15, 15, 6, 0)",1
"(8, 15, 15, 11, 0)",1
"(8, 15, 15, 13, 0)",2
"(8, 15, 15, 15, 0)",1
"(9, 1, 1, 14, 0)",1
"(9, 1, 6, 6, 0)",1
"(9, 1, 6, 14, 0)",1
"(9, 1, 9, 1, 0)",1
"(9, 1, 9, 10, 0)",1
"(9, 1, 9, 14, 0)",2
"(9, 1, 10, 14, 0)",1
"(9, 1, 12, 13, 0)",1
"(9, 1, 14, 9, 0)",1
"(9, 2, 2, 5, 0)",1
"(9, 2, 2, 8, 0)",2
"(9, 2, 2, 9, 0)",1
"(9, 2, 3, 2, 0)",1
"(9, 2, 4, 6, 0)",5
"(9, 2, 4, 8, 0)",4
"(9, 2, 4, 12, 0)",1
"(9, 2, 5, 8, 0)",1
"(9, 2, 5, 9, 0)",3
"(9, 2, 5, 12, 0)",1
"(9, 2, 7, 6, 0)",1
"(9, 2, 7, 7, 0)",1
"(9, 2, 7, 8, 0)",3
"(9, 2, 7, 9, 0)",2
"(9, 2, 7, 12, 0)",3
"(9, 2, 8, 2, 0)",1
"(9, 2, 8, 7, 0)",3
"(9, 2, 8, 8, 0)",1
"(9, 2, 9, 4, 0)",1
"(9, 2, 9, 9, 0)",1
"(9, 2, 12, 2, 0)",2
"(9, 2, 12, 7, 0)",1
"(9, 2, 12, 9, 0)",1
"(9, 2, 12, 12, 0)",1
"(9, 3, 1, 9, 0)",1
"(9, 3, 2, 3, 0)",1
"(9, 3, 2, 8, 0)",1
"(9, 3, 3, 2, 0)",1
"(9, 3, 3, 3, 0)",3
"(9, 3, 3, 5, 0)",1
"(9, 3, 3, 6, 0)",2
"(9, 3, 3, 8, 0)",3
"(9, 3, 3, 9, 0)",1
"(9, 3, 3, 11, 0)",1
"(9, 3, 3, 14, 0)",1
"(9, 3, 3, 15, 0)",1
"(9, 3, 5, 8, 0)",1
"(9, 3, 5, 9, 0)",1
"(9, 3, 8, 2, 0)",1
"(9, 3, 8, 3, 0)",2
"(9, 3, 9, 3, 0)",2
"(9, 3, 9, 5, 0)",1
"(9, 3, 9, 9, 0)",1
"(9, 3, 9, 10, 0)",1
"(9, 3, 9, 14, 0)",2
"(9, 3, 12, 6, 0)",1
"(9, 3, 13, 13, 0)",1
"(9, 3, 14, 9, 0)",3
"(9, 3, 14, 14, 0)",1
"(9, 3, 15, 6, 0)",1
"(9, 4, 2, 2, 0)",2
"(9, 4, 2, 4, 0)",2
"(9, 4, 2, 6, 0)",2
"(9, 4, 2, 8, 0)",4
"(9, 4, 2, 9, 0)",1
"(9, 4, 2, 12, 0)",4
"(9, 4, 4, 3, 0)",1
"(9, 4, 4, 6, 0)",3
"(9, 4, 4, 8, 0)",2
"(9, 4, 4, 12, 0)",1
"(9, 4, 6, 6, 0)",5
"(9, 4, 6, 8, 0)",2
"(9, 4, 6, 14, 0)",1
"(9, 4, 8, 4, 0)",2
"(9, 4, 8, 6, 0)",2
"(9, 4, 8, 8, 0)",3
"(9, 4, 9, 1, 0)",1
"(9, 4, 9, 2, 0)",3
"(9, 4, 9, 4, 0)",5
"(9, 4, 9, 6, 0)",4
"(9, 4, 9, 8, 0)",4
"(9, 4, 9, 9, 0)",1
"(9, 4, 9, 12, 0)",1
"(9, 4, 9, 13, 0)",2
"(9, 4, 9, 14, 0)",2
"(9, 4, 10, 9, 0)",1
"(9, 4, 10, 14, 0)",1
"(9, 4, 12, 2, 0)",1
"(9, 4, 12, 4, 0)",2
"(9, 4, 13, 6, 0)",3
"(9, 4, 13, 9, 0)",2
"(9, 4, 14, 4, 0)",1
"(9, 4, 14, 6, 0)",1
"(9, 4, 14, 9, 0)",1
"(9, 4, 14, 11, 0)",2
"(9, 4, 14, 14, 0)",1
"(9, 5, 2, 5, 0)",1
"(9, 5, 2, 8, 0)",1
"(9, 5, 5, 8, 0)",1
"(9, 5, 5, 9, 0)",2
"(9, 5, 6, 6, 0)",1
"(9, 5, 6, 13, 0)",1
"(9, 5, 9, 5, 0)",2
"(9, 5, 9, 12, 0)",2
"(9, 5, 9, 13, 0)",1
"(9, 5, 13, 6, 0)",1
"(9, 6, 4, 6, 0)",1
"(9, 6, 4, 9, 0)",1
"(9, 6, 4, 14, 0)",1
"(9, 6, 6, 6, 0)",1
"(9, 6, 8, 6, 0)",1
"(9, 6, 14, 9, 0)",1
"(9, 6, 14, 14, 0)",1
"(9, 7, 6, 7, 0)",1
"(9, 7, 7, 6, 0)",1
"(9, 7, 12, 2, 0)",1
"(9, 7, 13, 6, 0)",2
"(9, 7, 13, 7, 0)",1
"(9, 9, 1, 9, 0)",2
"(9, 9, 1, 10, 0)",1
"(9, 9, 1, 13, 0)",1
"(9, 9, 1, 14, 0)",1
"(9, 9, 2, 2, 0)",2
"(9, 9, 2, 3, 0)",1
"(9, 9, 2, 4, 0)",1
"(9, 9, 2, 7, 0)",1
"(9, 9, 2, 8, 0)",2
"(9, 9, 2, 12, 0)",2
"(9, 9, 3, 2, 0)",2
"(9, 9, 3, 3, 0)",1
"(9, 9, 3, 5, 0)",2
"(9, 9, 3, 6, 0)",2
"(9, 9, 3, 8, 0)",3
"(9, 9, 3, 9, 0)",3
"(9, 9, 3, 10, 0)",1
"(9, 9, 3, 12, 0)",1
"(9, 9, 3, 13, 0)",1
"(9, 9, 3, 14, 0)",1
"(9, 9, 3, 15, 0)",2
"(9, 9, 4, 8, 0)",1
"(9, 9, 4, 9, 0)",4
"(9, 9, 4, 13, 0)",1
"(9, 9, 5, 3, 0)",2
"(9, 9, 5, 5, 0)",2
"(9, 9, 5, 9, 0)",1
"(9, 9, 5, 13, 0)",1
"(9, 9, 6, 6, 0)",1
"(9, 9, 7, 1, 0)",1
"(9, 9, 7, 2, 0)",1
"(9, 9, 7, 6, 0)",2
"(9, 9, 7, 7, 0)",2
"(9, 9, 7, 8, 0)",2
"(9, 9, 7, 9, 0)",3
"(9, 9, 7, 12, 0)",2
"(9, 9, 7, 13, 0)",1
"(9, 9, 8, 7, 0)",1
"(9, 9, 9, 1, 0)",2
"(9, 9, 9, 2, 0)",2
"(9, 9, 9, 3, 0)",2
"(9, 9, 9, 4, 0)",3
"(9, 9, 9, 5, 0)",1
"(9, 9, 9, 7, 0)",2
"(9, 9, 9, 8, 0)",2
"(9, 9, 9, 9, 0)",3
"(9, 9, 9, 10, 0)",2
"(9, 9, 9, 12, 0)",2
"(9, 9, 9, 13, 0)",2
"(9, 9, 10, 1, 0)",1
"(9, 9, 10, 7, 0)",1
"(9, 9, 10, 9, 0)",1
"(9, 9, 10, 10, 0)",4
"(9, 9, 10, 11, 0)",1
"(9, 9, 10, 13, 0)",1
"(9, 9, 10, 14, 0)",2
"(9, 9, 11, 11, 0)",1
"(9, 9, 12, 2, 0)",2
"(9, 9, 12, 9, 0)",1
"(9, 9, 12, 11, 0)",1
"(9, 9, 12, 12, 0)",1
"(9, 9, 13, 4, 0)",1
"(9, 9, 13, 13, 0)",3
"(9, 9, 14, 10, 0)",1
"(9, 9, 14, 14, 0)",1
"(9, 10, 11, 14, 0)",1
"(9, 10, 14, 9, 0)",1
"(9, 12, 2, 14, 0)",1
"(9, 12, 14, 14, 0)",1
"(9, 13, 4, 6, 0)",4
"(9, 13, 4, 9, 0)",3
"(9, 13, 4, 13, 0)",1
"(9, 13, 6, 4, 0)",1
"(9, 13, 6, 6, 0)",5
"(9, 13, 12, 13, 0)",1
"(9, 13, 13, 6, 0)",1
"(9, 14, 1, 11, 0)",1
"(9, 14, 1, 12, 0)",1
"(9, 14, 1, 14, 0)",1
"(9, 14, 4, 14, 0)",1
"(9, 14, 12, 1, 0)",1
"(10, 10, 10, 14, 0)",1
"(10, 10, 14, 10, 0)",1
"(10, 14, 14, 14, 0)",1
"(11, 11, 11, 11, 0)",1
"(12, 2, 5, 5, 0)",1
"(12, 2, 5, 8, 0)",1
"(12, 2, 7, 2, 0)",1
"(12, 2, 7, 8, 0)",1
"(12, 2, 8, 2, 0)",1
"(12, 2, 8, 5, 0)",1
"(12, 2, 14, 9, 0)",1
"(12, 5, 8, 5, 0)",2
"(12, 5, 8, 8, 0)",1
"(12, 6, 6, 6, 0)",1
"(12, 6, 6, 8, 0)",1
"(12, 6, 8, 6, 0)",1
"(12, 7, 2, 7, 0)",1
"(12, 7, 8, 7, 0)",1
"(12, 7, 11, 11, 0)",1
"(12, 7, 12, 2, 0)",1
"(12, 7, 12, 7, 0)",1
"(12, 7, 12, 12, 0)",2
"(12, 7, 13, 6, 0)",1
"(12, 7, 13, 7, 0)",1
"(12, 7, 13, 12, 0)",1
"(12, 7, 14, 7, 0)",1
"(12, 8, 2, 2, 0)",1
"(12, 8, 2, 5, 0)",1
"(12, 8, 2, 8, 0)",2
"(12, 8, 6, 8, 0)",1
"(12, 8, 7, 6, 0)",1
"(12, 8, 7, 12, 0)",1
"(12, 8, 8, 2, 0)",2
"(12, 8, 8, 3, 0)",1
"(12, 8, 8, 8, 0)",2
"(12, 8, 8, 12, 0)",1
"(12, 8, 12, 12, 0)",1
"(12, 11, 11, 11, 0)",1
"(12, 11, 11, 14, 0)",1
"(12, 11, 14, 9, 0)",1
"(12, 11, 14, 14, 0)",1
"(12, 12, 1, 12, 0)",1
"(12, 12, 2, 2, 0)",1
"(12, 12, 2, 8, 0)",1
"(12, 12, 6, 6, 0)",1
"(12, 12, 7, 6, 0)",1
"(12, 12, 7, 12, 0)",1
"(12, 12, 8, 2, 0)",1
"(12, 12, 8, 3, 0)",1
"(12, 12, 8, 7, 0)",1
"(12, 12, 8, 8, 0)",2
"(12, 12, 8, 12, 0)",1
"(12, 12, 8, 15, 0)",1
"(12, 12, 11, 11, 0)",1
"(12, 12, 12, 2, 0)",1
"(12, 12, 12, 13, 0)",1
"(12, 12, 13, 7, 0)",2
"(12, 12, 13, 12, 0)",1
"(12, 12, 13, 13, 0)",1
"(12, 13, 13, 6, 0)",1
"(12, 15, 3, 8, 0)",1
"(12, 15, 8, 3, 0)",1
"(13, 1, 13, 10, 0)",1
"(13, 4, 9, 4, 0)",1
"(13, 4, 13, 4, 0)",1
"(13, 4, 13, 10, 0)",1
"(13, 4, 13, 13, 0)",1
"(13, 6, 13, 6, 0)",1
"(13, 7, 13, 6, 0)",1
"(13, 7, 13, 13, 0)",1
"(13, 9, 4, 6, 0)",1
"(13, 9, 4, 9, 0)",1
"(13, 9, 4, 10, 0)",1
"(13, 13, 1, 9, 0)",1
"(13, 13, 1, 10, 0)",1
"(13, 13, 1, 13, 0)",1
"(13, 13, 4, 9, 0)",1
"(13, 13, 4, 10, 0)",1
"(13, 13, 4, 13, 0)",2
"(13, 13, 6, 6, 0)",1
"(13, 13, 6, 7, 0)",1
"(13, 13, 6, 13, 0)",1
"(13, 13, 9, 4, 0)",1
"(13, 13, 13, 4, 0)",2
"(13, 13, 13, 6, 0)",1
"(13, 13, 13, 13, 0)",3
"(14, 2, 11, 11, 0)",1
"(14, 4, 14, 4, 0)",1
"(14, 4, 14, 9, 0)",3
"(14, 4, 14, 14, 0)",1
"(14, 6, 14, 9, 0)",1
"(14, 6, 14, 11, 0)",1
"(14, 9, 1, 11, 0)",1
"(14, 9, 7, 11, 0)",1
"(14, 9, 11, 11, 0)",1
"(14, 9, 11, 14, 0)",1
"(14, 9, 12, 11, 0)",1
"(14, 9, 14, 11, 0)",1
"(14, 9, 14, 14, 0)",1
"(14, 14, 4, 14, 0)",1
"(14, 14, 9, 11, 0)",1
"(14, 14, 11, 11, 0)",2
"(14, 14, 12, 11, 0)",1
"(14, 14, 12, 14, 0)",1
"(14, 14, 14, 2, 0)",1
"(14, 14, 14, 9, 0)",1
"(14, 14, 14, 14, 0)",1
"(15, 3, 15, 15, 0)",1
"(15, 8, 15, 3, 0)",1
"(15, 12, 8, 3, 0)",2
"(15, 15, 3, 15, 0)",2
"(15, 15, 8, 3, 0)",2
"(15, 15, 8, 15, 0)",2
"(15, 15, 11, 11, 0)",1
"(15, 15, 11, 14, 0)",1
"(15, 15, 13, 13, 0)",1
"(15, 15, 14, 9, 0)",1
"(15, 15, 14, 14, 0)",1
"(15, 15, 15, 3, 0)",1
"(15, 15, 15, 5, 0)",1
"(15, 15, 15, 6, 0)",1
"(15, 15, 15, 8, 0)",2
"(15, 15, 15, 11, 0)",1
"(15, 15, 15, 13, 0)",2
"(15, 15, 15, 15, 0)",2
