message,n_concepts
"(36, 44, 19, 0)",2
"(36, 44, 44, 0)",6
"(36, 44, 45, 0)",6
"(37, 4, 4, 0)",23
"(37, 4, 5, 0)",16
"(37, 4, 44, 0)",13
"(37, 5, 5, 0)",5
"(37, 5, 44, 0)",9
"(37, 11, 11, 0)",1
"(37, 11, 17, 0)",1
"(37, 11, 20, 0)",1
"(37, 11, 25, 0)",18
"(37, 16, 5, 0)",4
"(37, 16, 44, 0)",5
"(37, 21, 4, 0)",1
"(37, 21, 5, 0)",1
"(37, 21, 16, 0)",4
"(37, 21, 20, 0)",5
"(37, 21, 21, 0)",10
"(37, 21, 23, 0)",2
"(37, 21, 25, 0)",9
"(37, 21, 26, 0)",3
"(37, 21, 44, 0)",3
"(37, 23, 23, 0)",1
"(37, 23, 44, 0)",1
"(37, 25, 17, 0)",1
"(37, 25, 20, 0)",10
"(37, 25, 23, 0)",1
"(37, 25, 25, 0)",15
"(37, 25, 44, 0)",5
"(37, 26, 21, 0)",1
"(37, 29, 44, 0)",1
"(37, 37, 11, 0)",23
"(37, 37, 16, 0)",2
"(37, 37, 17, 0)",1
"(37, 37, 20, 0)",14
"(37, 37, 23, 0)",2
"(37, 37, 25, 0)",4
"(37, 37, 26, 0)",2
"(37, 39, 5, 0)",3
"(37, 39, 16, 0)",5
"(37, 39, 44, 0)",13
"(37, 46, 23, 0)",1
"(37, 50, 20, 0)",3
"(37, 50, 26, 0)",1
"(38, 4, 45, 0)",1
"(38, 5, 5, 0)",21
"(38, 5, 19, 0)",1
"(38, 5, 22, 0)",5
"(38, 5, 23, 0)",10
"(38, 5, 36, 0)",2
"(38, 5, 38, 0)",10
"(38, 5, 44, 0)",9
"(38, 5, 45, 0)",12
"(38, 11, 5, 0)",18
"(38, 11, 25, 0)",12
"(38, 11, 46, 0)",2
"(38, 17, 5, 0)",3
"(38, 17, 17, 0)",11
"(38, 17, 25, 0)",7
"(38, 17, 38, 0)",1
"(38, 17, 46, 0)",1
"(38, 17, 50, 0)",1
"(38, 20, 5, 0)",5
"(38, 20, 17, 0)",2
"(38, 20, 19, 0)",1
"(38, 20, 20, 0)",1
"(38, 20, 25, 0)",3
"(38, 20, 44, 0)",2
"(38, 23, 5, 0)",11
"(38, 23, 19, 0)",7
"(38, 23, 23, 0)",13
"(38, 23, 44, 0)",1
"(38, 25, 25, 0)",2
"(38, 36, 5, 0)",2
"(38, 36, 23, 0)",5
"(38, 36, 36, 0)",8
"(38, 36, 45, 0)",5
"(38, 38, 5, 0)",2
"(38, 38, 20, 0)",6
"(38, 38, 25, 0)",5
"(38, 38, 38, 0)",47
"(38, 38, 44, 0)",1
"(38, 38, 45, 0)",7
"(38, 44, 17, 0)",1
"(38, 44, 19, 0)",2
"(38, 44, 38, 0)",10
"(38, 44, 44, 0)",16
"(38, 44, 45, 0)",12
"(38, 44, 50, 0)",2
"(38, 45, 5, 0)",9
"(38, 45, 19, 0)",1
"(38, 45, 22, 0)",35
"(38, 45, 44, 0)",1
"(38, 45, 45, 0)",20
"(38, 46, 5, 0)",14
"(38, 46, 22, 0)",3
"(38, 46, 23, 0)",4
"(38, 50, 5, 0)",12
"(38, 50, 23, 0)",9
"(38, 50, 25, 0)",6
"(38, 50, 44, 0)",7
"(38, 50, 50, 0)",20
"(39, 4, 5, 0)",5
"(39, 5, 5, 0)",5
"(39, 5, 19, 0)",1
"(39, 8, 22, 0)",1
"(39, 10, 34, 0)",20
"(39, 13, 13, 0)",3
"(39, 13, 34, 0)",11
"(39, 13, 39, 0)",6
"(39, 14, 16, 0)",1
"(39, 16, 5, 0)",3
"(39, 16, 16, 0)",3
"(39, 21, 31, 0)",4
"(39, 21, 39, 0)",1
"(39, 22, 22, 0)",1
"(39, 23, 44, 0)",3
"(39, 27, 19, 0)",1
"(39, 29, 5, 0)",3
"(39, 29, 29, 0)",2
"(39, 31, 5, 0)",3
"(39, 31, 22, 0)",2
"(39, 31, 31, 0)",3
"(39, 32, 16, 0)",2
"(39, 32, 29, 0)",3
"(39, 32, 32, 0)",5
"(39, 32, 51, 0)",2
"(39, 34, 34, 0)",10
"(39, 39, 5, 0)",5
"(39, 39, 16, 0)",6
"(39, 39, 21, 0)",4
"(39, 39, 31, 0)",5
"(39, 39, 39, 0)",7
"(39, 44, 44, 0)",5
"(39, 46, 5, 0)",1
"(39, 46, 16, 0)",1
"(39, 46, 22, 0)",10
"(39, 46, 48, 0)",3
"(40, 10, 5, 0)",2
"(40, 16, 19, 0)",1
"(40, 19, 2, 0)",9
"(40, 19, 5, 0)",6
"(40, 19, 22, 0)",6
"(40, 22, 19, 0)",2
"(40, 22, 40, 0)",4
"(40, 40, 9, 0)",1
"(40, 40, 19, 0)",1
"(40, 40, 22, 0)",1
"(40, 40, 40, 0)",4
"(40, 40, 41, 0)",3
"(40, 41, 19, 0)",2
"(40, 41, 40, 0)",2
"(40, 42, 40, 0)",2
"(41, 5, 2, 0)",2
"(41, 5, 5, 0)",4
"(41, 8, 2, 0)",7
"(41, 8, 5, 0)",2
"(41, 8, 28, 0)",1
"(41, 12, 5, 0)",3
"(41, 19, 2, 0)",1
"(41, 19, 19, 0)",2
"(41, 19, 48, 0)",1
"(41, 22, 40, 0)",11
"(41, 22, 41, 0)",1
"(41, 28, 2, 0)",5
"(41, 28, 5, 0)",8
"(41, 28, 8, 0)",7
"(41, 28, 19, 0)",10
"(41, 28, 22, 0)",1
"(41, 28, 28, 0)",1
"(41, 28, 40, 0)",6
"(41, 35, 8, 0)",4
"(41, 35, 22, 0)",3
"(41, 35, 24, 0)",1
"(41, 35, 35, 0)",4
"(41, 40, 5, 0)",4
"(41, 40, 10, 0)",1
"(41, 40, 19, 0)",9
"(41, 40, 40, 0)",11
"(41, 41, 5, 0)",3
"(41, 41, 40, 0)",1
"(41, 42, 2, 0)",1
"(41, 42, 5, 0)",2
"(42, 5, 2, 0)",1
"(42, 5, 5, 0)",4
"(42, 22, 40, 0)",4
"(42, 35, 35, 0)",1
"(42, 40, 40, 0)",9
"(42, 40, 42, 0)",2
"(42, 41, 24, 0)",1
"(42, 42, 2, 0)",3
"(42, 42, 5, 0)",5
"(42, 42, 22, 0)",4
"(42, 42, 35, 0)",1
"(42, 42, 40, 0)",6
"(42, 42, 41, 0)",4
"(42, 42, 42, 0)",1
"(43, 5, 5, 0)",2
"(43, 12, 5, 0)",5
"(43, 12, 9, 0)",12
"(43, 12, 27, 0)",1
"(43, 12, 32, 0)",1
"(43, 14, 14, 0)",1
"(43, 22, 41, 0)",4
"(43, 28, 22, 0)",1
"(43, 29, 5, 0)",3
"(43, 32, 5, 0)",1
"(43, 32, 14, 0)",1
"(43, 32, 43, 0)",5
"(43, 35, 22, 0)",5
"(43, 35, 35, 0)",3
"(43, 43, 29, 0)",2
"(43, 43, 43, 0)",2
"(43, 47, 47, 0)",1
"(44, 3, 23, 0)",1
"(44, 5, 5, 0)",4
"(44, 5, 22, 0)",10
"(44, 5, 23, 0)",1
"(44, 5, 36, 0)",17
"(44, 5, 38, 0)",8
"(44, 5, 44, 0)",11
"(44, 5, 45, 0)",1
"(44, 19, 19, 0)",1
"(44, 19, 23, 0)",20
"(44, 19, 36, 0)",2
"(44, 19, 44, 0)",2
"(44, 23, 23, 0)",12
"(44, 36, 36, 0)",12
"(44, 38, 44, 0)",1
"(44, 44, 23, 0)",8
"(44, 44, 44, 0)",12
"(44, 44, 45, 0)",4
"(44, 45, 23, 0)",1
"(44, 45, 45, 0)",1
"(44, 49, 23, 0)",18
"(45, 5, 19, 0)",3
"(45, 5, 22, 0)",2
"(45, 5, 40, 0)",1
"(45, 5, 45, 0)",4
"(45, 19, 5, 0)",11
"(45, 19, 19, 0)",18
"(45, 19, 22, 0)",1
"(45, 19, 23, 0)",14
"(45, 19, 36, 0)",23
"(45, 19, 42, 0)",1
"(45, 19, 44, 0)",13
"(45, 19, 47, 0)",5
"(45, 22, 2, 0)",1
"(45, 22, 5, 0)",18
"(45, 22, 19, 0)",19
"(45, 22, 22, 0)",3
"(45, 22, 36, 0)",13
"(45, 22, 44, 0)",10
"(45, 23, 2, 0)",1
"(45, 23, 19, 0)",16
"(45, 23, 23, 0)",12
"(45, 23, 36, 0)",1
"(45, 23, 44, 0)",1
"(45, 36, 19, 0)",8
"(45, 36, 36, 0)",3
"(45, 36, 40, 0)",1
"(45, 40, 22, 0)",1
"(45, 41, 19, 0)",1
"(45, 44, 23, 0)",1
"(45, 45, 44, 0)",8
"(45, 45, 45, 0)",20
"(46, 5, 5, 0)",4
"(46, 5, 22, 0)",5
"(46, 5, 45, 0)",1
"(46, 16, 5, 0)",5
"(46, 16, 16, 0)",1
"(46, 22, 22, 0)",2
"(46, 45, 5, 0)",1
"(46, 45, 19, 0)",1
"(46, 45, 22, 0)",6
"(46, 45, 45, 0)",1
"(46, 46, 5, 0)",3
"(46, 46, 22, 0)",2
"(47, 2, 2, 0)",2
"(47, 2, 5, 0)",1
"(47, 2, 19, 0)",1
"(47, 5, 5, 0)",1
"(47, 6, 22, 0)",1
"(47, 10, 10, 0)",3
"(47, 10, 12, 0)",1
"(47, 10, 19, 0)",1
"(47, 10, 32, 0)",3
"(47, 12, 5, 0)",5
"(47, 12, 6, 0)",1
"(47, 12, 9, 0)",4
"(47, 12, 10, 0)",2
"(47, 12, 12, 0)",10
"(47, 12, 14, 0)",7
"(47, 12, 19, 0)",1
"(47, 12, 32, 0)",1
"(47, 12, 40, 0)",3
"(47, 12, 47, 0)",17
"(47, 14, 5, 0)",2
"(47, 14, 10, 0)",1
"(47, 14, 14, 0)",1
"(47, 14, 16, 0)",2
"(47, 16, 5, 0)",6
"(47, 16, 16, 0)",1
"(47, 19, 2, 0)",2
"(47, 19, 19, 0)",2
"(47, 22, 22, 0)",2
"(47, 22, 40, 0)",4
"(47, 22, 41, 0)",5
"(47, 28, 19, 0)",4
"(47, 28, 22, 0)",1
"(47, 28, 40, 0)",2
"(47, 29, 5, 0)",2
"(47, 35, 22, 0)",2
"(47, 40, 5, 0)",3
"(47, 40, 10, 0)",1
"(47, 40, 19, 0)",1
"(47, 40, 22, 0)",2
"(47, 40, 40, 0)",10
"(47, 40, 42, 0)",7
"(47, 40, 47, 0)",1
"(47, 41, 5, 0)",3
"(47, 41, 22, 0)",2
"(47, 42, 2, 0)",1
"(47, 42, 5, 0)",7
"(47, 42, 22, 0)",6
"(47, 42, 40, 0)",3
"(47, 42, 42, 0)",1
"(47, 43, 5, 0)",2
"(47, 43, 14, 0)",1
"(47, 43, 22, 0)",1
"(47, 43, 29, 0)",1
"(47, 43, 43, 0)",1
"(47, 47, 5, 0)",8
"(47, 47, 14, 0)",1
"(47, 47, 16, 0)",2
"(47, 47, 22, 0)",7
"(47, 47, 35, 0)",3
"(47, 47, 47, 0)",6
"(48, 2, 2, 0)",1
"(48, 2, 19, 0)",5
"(48, 5, 19, 0)",2
"(48, 10, 5, 0)",5
"(48, 10, 7, 0)",1
"(48, 10, 32, 0)",1
"(48, 10, 36, 0)",2
"(48, 10, 48, 0)",6
"(48, 12, 9, 0)",1
"(48, 13, 19, 0)",1
"(48, 16, 2, 0)",1
"(48, 19, 2, 0)",3
"(48, 19, 5, 0)",1
"(48, 19, 16, 0)",2
"(48, 19, 19, 0)",1
"(48, 19, 30, 0)",1
"(48, 23, 10, 0)",4
"(48, 23, 19, 0)",5
"(48, 23, 23, 0)",16
"(48, 27, 19, 0)",3
"(48, 32, 10, 0)",1
"(48, 48, 2, 0)",2
"(48, 48, 5, 0)",6
"(48, 48, 10, 0)",7
"(48, 48, 19, 0)",1
"(48, 48, 48, 0)",8
"(49, 5, 40, 0)",1
"(49, 5, 44, 0)",3
"(49, 23, 19, 0)",9
"(49, 23, 23, 0)",5
"(49, 23, 44, 0)",3
"(49, 23, 45, 0)",6
"(49, 44, 44, 0)",2
"(49, 45, 45, 0)",3
"(50, 4, 4, 0)",15
"(50, 4, 16, 0)",2
"(50, 4, 44, 0)",7
"(50, 5, 5, 0)",10
"(50, 5, 23, 0)",2
"(50, 5, 44, 0)",7
"(50, 11, 50, 0)",1
"(50, 16, 5, 0)",1
"(50, 23, 44, 0)",3
"(50, 36, 5, 0)",1
"(50, 44, 44, 0)",9
"(50, 44, 45, 0)",5
"(50, 44, 50, 0)",3
"(50, 50, 4, 0)",1
"(50, 50, 50, 0)",2
"(51, 1, 16, 0)",2
"(51, 1, 51, 0)",4
"(51, 8, 5, 0)",8
"(51, 8, 22, 0)",2
"(51, 14, 14, 0)",2
"(51, 14, 16, 0)",2
"(51, 14, 21, 0)",2
"(51, 16, 16, 0)",4
"(51, 22, 41, 0)",3
"(51, 28, 8, 0)",3
"(51, 28, 16, 0)",1
"(51, 29, 5, 0)",1
"(51, 29, 21, 0)",1
"(51, 29, 29, 0)",5
"(51, 29, 31, 0)",6
"(51, 31, 5, 0)",2
"(51, 32, 14, 0)",12
"(51, 32, 32, 0)",1
"(51, 32, 39, 0)",2
"(51, 35, 5, 0)",1
"(51, 35, 8, 0)",1
"(51, 35, 35, 0)",1
"(51, 39, 32, 0)",6
"(51, 41, 5, 0)",3
"(51, 41, 8, 0)",1
"(51, 41, 22, 0)",1
"(51, 42, 22, 0)",2
"(51, 43, 29, 0)",1
"(51, 47, 1, 0)",1
"(51, 47, 5, 0)",4
"(51, 47, 12, 0)",2
"(51, 47, 16, 0)",2
"(51, 47, 22, 0)",4
"(51, 47, 29, 0)",2
"(51, 47, 32, 0)",3
"(51, 47, 35, 0)",3
"(51, 47, 47, 0)",4
"(51, 51, 1, 0)",1
"(51, 51, 5, 0)",2
"(51, 51, 12, 0)",2
"(51, 51, 14, 0)",2
"(51, 51, 22, 0)",1
"(51, 51, 29, 0)",5
"(51, 51, 32, 0)",3
"(51, 51, 47, 0)",3
"(51, 51, 51, 0)",2
