message,n_concepts
"(2, 11, 21, 11, 0)",3
"(2, 11, 23, 1, 0)",3
"(2, 11, 23, 7, 0)",1
"(2, 11, 23, 11, 0)",3
"(2, 11, 23, 13, 0)",5
"(2, 11, 23, 21, 0)",3
"(2, 11, 24, 5, 0)",1
"(2, 11, 24, 13, 0)",1
"(2, 12, 2, 4, 0)",6
"(2, 12, 2, 5, 0)",4
"(2, 12, 2, 12, 0)",2
"(2, 12, 2, 13, 0)",4
"(2, 12, 2, 26, 0)",3
"(2, 12, 4, 2, 0)",5
"(2, 12, 4, 4, 0)",5
"(2, 12, 4, 5, 0)",2
"(2, 12, 4, 26, 0)",2
"(2, 12, 5, 2, 0)",1
"(2, 12, 5, 11, 0)",1
"(2, 12, 5, 12, 0)",1
"(2, 12, 12, 2, 0)",1
"(2, 12, 12, 3, 0)",1
"(2, 12, 12, 5, 0)",2
"(2, 12, 13, 2, 0)",4
"(2, 12, 13, 5, 0)",1
"(2, 12, 13, 11, 0)",1
"(2, 12, 14, 1, 0)",1
"(2, 12, 14, 5, 0)",3
"(2, 12, 14, 10, 0)",1
"(2, 12, 14, 12, 0)",2
"(2, 12, 22, 5, 0)",3
"(2, 12, 22, 12, 0)",2
"(2, 12, 22, 17, 0)",2
"(2, 12, 22, 22, 0)",2
"(2, 12, 22, 26, 0)",3
"(2, 12, 24, 5, 0)",1
"(2, 12, 26, 4, 0)",1
"(2, 13, 2, 4, 0)",2
"(2, 13, 2, 10, 0)",5
"(2, 13, 2, 11, 0)",1
"(2, 13, 2, 13, 0)",9
"(2, 13, 2, 19, 0)",1
"(2, 13, 2, 21, 0)",2
"(2, 13, 2, 26, 0)",2
"(2, 13, 2, 27, 0)",2
"(2, 13, 4, 4, 0)",2
"(2, 13, 4, 10, 0)",2
"(2, 13, 4, 12, 0)",2
"(2, 13, 4, 13, 0)",1
"(2, 13, 4, 26, 0)",2
"(2, 13, 5, 4, 0)",2
"(2, 13, 5, 5, 0)",1
"(2, 13, 5, 13, 0)",1
"(2, 13, 5, 24, 0)",1
"(2, 13, 5, 26, 0)",1
"(2, 13, 11, 2, 0)",1
"(2, 13, 11, 4, 0)",1
"(2, 13, 11, 5, 0)",1
"(2, 13, 11, 11, 0)",2
"(2, 13, 11, 12, 0)",1
"(2, 13, 11, 13, 0)",1
"(2, 13, 11, 18, 0)",1
"(2, 13, 11, 21, 0)",1
"(2, 13, 12, 11, 0)",2
"(2, 13, 12, 12, 0)",3
"(2, 13, 12, 13, 0)",1
"(2, 13, 13, 2, 0)",1
"(2, 13, 16, 4, 0)",4
"(2, 13, 18, 11, 0)",3
"(2, 13, 18, 13, 0)",2
"(2, 13, 21, 10, 0)",1
"(2, 13, 23, 1, 0)",2
"(2, 13, 23, 4, 0)",1
"(2, 13, 23, 11, 0)",2
"(2, 13, 23, 13, 0)",5
"(2, 13, 23, 16, 0)",1
"(2, 13, 24, 1, 0)",2
"(2, 13, 24, 4, 0)",2
"(2, 13, 24, 11, 0)",4
"(2, 13, 24, 13, 0)",6
"(2, 13, 26, 2, 0)",1
"(2, 16, 1, 1, 0)",6
"(2, 16, 1, 6, 0)",2
"(2, 16, 1, 14, 0)",4
"(2, 16, 2, 1, 0)",5
"(2, 16, 2, 4, 0)",2
"(2, 16, 2, 5, 0)",2
"(2, 16, 2, 6, 0)",5
"(2, 16, 2, 7, 0)",1
"(2, 16, 2, 11, 0)",1
"(2, 16, 2, 13, 0)",6
"(2, 16, 2, 16, 0)",1
"(2, 16, 2, 18, 0)",2
"(2, 16, 2, 19, 0)",2
"(2, 16, 2, 21, 0)",3
"(2, 16, 2, 27, 0)",1
"(2, 16, 4, 4, 0)",2
"(2, 16, 4, 5, 0)",3
"(2, 16, 4, 11, 0)",6
"(2, 16, 4, 13, 0)",2
"(2, 16, 5, 1, 0)",3
"(2, 16, 5, 2, 0)",2
"(2, 16, 5, 4, 0)",1
"(2, 16, 5, 5, 0)",3
"(2, 16, 5, 11, 0)",6
"(2, 16, 5, 13, 0)",2
"(2, 16, 5, 23, 0)",1
"(2, 16, 9, 9, 0)",2
"(2, 16, 9, 23, 0)",2
"(2, 16, 11, 2, 0)",2
"(2, 16, 11, 6, 0)",1
"(2, 16, 11, 11, 0)",4
"(2, 16, 11, 13, 0)",2
"(2, 16, 11, 21, 0)",1
"(2, 16, 13, 2, 0)",2
"(2, 16, 13, 5, 0)",2
"(2, 16, 13, 11, 0)",3
"(2, 16, 14, 1, 0)",8
"(2, 16, 14, 6, 0)",1
"(2, 16, 14, 9, 0)",3
"(2, 16, 16, 2, 0)",2
"(2, 16, 16, 16, 0)",2
"(2, 16, 16, 18, 0)",3
"(2, 16, 17, 1, 0)",1
"(2, 16, 18, 16, 0)",1
"(2, 16, 18, 18, 0)",2
"(2, 16, 19, 2, 0)",2
"(2, 16, 19, 16, 0)",3
"(2, 16, 19, 18, 0)",4
"(2, 16, 19, 19, 0)",2
"(2, 16, 19, 23, 0)",2
"(2, 16, 21, 5, 0)",1
"(2, 16, 21, 11, 0)",1
"(2, 16, 22, 1, 0)",4
"(2, 16, 23, 16, 0)",2
"(2, 16, 23, 18, 0)",2
"(2, 16, 25, 1, 0)",1
"(2, 16, 25, 9, 0)",3
"(2, 16, 25, 16, 0)",1
"(2, 16, 25, 18, 0)",2
"(2, 16, 27, 16, 0)",1
"(2, 16, 27, 18, 0)",2
"(2, 16, 27, 23, 0)",1
"(2, 18, 2, 11, 0)",1
"(2, 18, 4, 5, 0)",1
"(2, 18, 5, 4, 0)",1
"(2, 18, 7, 18, 0)",2
"(2, 18, 11, 11, 0)",3
"(2, 18, 11, 13, 0)",1
"(2, 18, 13, 5, 0)",1
"(2, 18, 13, 11, 0)",1
"(2, 18, 14, 5, 0)",1
"(2, 18, 16, 16, 0)",1
"(2, 18, 18, 18, 0)",2
"(2, 18, 19, 18, 0)",1
"(2, 18, 19, 23, 0)",1
"(2, 18, 21, 5, 0)",3
"(2, 18, 21, 6, 0)",1
"(2, 18, 21, 11, 0)",1
"(2, 18, 22, 5, 0)",1
"(2, 18, 23, 11, 0)",1
"(2, 18, 23, 16, 0)",1
"(2, 18, 23, 18, 0)",1
"(2, 18, 25, 16, 0)",1
"(2, 18, 27, 7, 0)",1
"(2, 18, 27, 16, 0)",1
"(2, 18, 27, 18, 0)",1
"(2, 19, 2, 4, 0)",3
"(2, 19, 2, 6, 0)",1
"(2, 19, 2, 13, 0)",11
"(2, 19, 2, 18, 0)",2
"(2, 19, 2, 19, 0)",3
"(2, 19, 2, 23, 0)",1
"(2, 19, 2, 27, 0)",9
"(2, 19, 4, 2, 0)",2
"(2, 19, 4, 4, 0)",4
"(2, 19, 4, 5, 0)",5
"(2, 19, 4, 11, 0)",11
"(2, 19, 4, 13, 0)",15
"(2, 19, 4, 21, 0)",1
"(2, 19, 4, 23, 0)",5
"(2, 19, 5, 4, 0)",5
"(2, 19, 5, 13, 0)",3
"(2, 19, 11, 13, 0)",1
"(2, 19, 13, 2, 0)",4
"(2, 19, 13, 6, 0)",4
"(2, 19, 13, 13, 0)",1
"(2, 19, 16, 19, 0)",2
"(2, 19, 19, 2, 0)",3
"(2, 19, 19, 16, 0)",4
"(2, 19, 19, 18, 0)",8
"(2, 19, 19, 19, 0)",4
"(2, 19, 19, 23, 0)",7
"(2, 19, 19, 27, 0)",4
"(2, 19, 23, 16, 0)",1
"(2, 19, 23, 27, 0)",2
"(2, 19, 27, 18, 0)",2
"(2, 19, 27, 19, 0)",1
"(2, 19, 27, 23, 0)",2
"(2, 19, 27, 27, 0)",3
"(2, 20, 1, 2, 0)",1
"(2, 20, 7, 1, 0)",1
"(2, 20, 7, 11, 0)",1
"(2, 20, 7, 13, 0)",1
"(2, 20, 10, 1, 0)",2
"(2, 20, 10, 11, 0)",1
"(2, 20, 10, 13, 0)",2
"(2, 20, 12, 1, 0)",2
"(2, 20, 12, 11, 0)",2
"(2, 20, 12, 12, 0)",1
"(2, 20, 12, 13, 0)",3
"(2, 20, 12, 17, 0)",1
"(2, 20, 12, 21, 0)",3
"(2, 20, 18, 1, 0)",2
"(2, 20, 18, 5, 0)",1
"(2, 20, 18, 11, 0)",2
"(2, 20, 21, 18, 0)",2
"(2, 20, 23, 1, 0)",3
"(2, 20, 23, 11, 0)",1
"(2, 20, 23, 13, 0)",1
"(2, 20, 24, 1, 0)",1
"(2, 20, 24, 11, 0)",2
"(2, 20, 24, 13, 0)",3
"(2, 20, 24, 20, 0)",1
"(2, 20, 24, 22, 0)",1
"(2, 23, 16, 18, 0)",1
"(2, 23, 19, 18, 0)",1
"(2, 23, 22, 5, 0)",1
"(2, 24, 4, 5, 0)",1
"(2, 24, 12, 5, 0)",1
"(2, 24, 13, 2, 0)",1
"(2, 26, 2, 4, 0)",1
"(2, 26, 2, 5, 0)",2
"(2, 26, 2, 13, 0)",9
"(2, 26, 4, 2, 0)",4
"(2, 26, 4, 4, 0)",3
"(2, 26, 4, 11, 0)",3
"(2, 26, 4, 13, 0)",10
"(2, 26, 4, 23, 0)",9
"(2, 26, 5, 2, 0)",2
"(2, 26, 12, 22, 0)",1
"(2, 26, 13, 2, 0)",4
"(2, 26, 13, 3, 0)",1
"(2, 26, 14, 1, 0)",4
"(2, 26, 14, 5, 0)",1
"(2, 26, 14, 20, 0)",1
"(2, 26, 17, 1, 0)",1
"(2, 26, 19, 23, 0)",1
"(2, 26, 22, 1, 0)",4
"(2, 26, 22, 5, 0)",2
"(2, 26, 26, 4, 0)",3
"(2, 26, 26, 26, 0)",2
"(2, 27, 2, 4, 0)",4
"(2, 27, 2, 13, 0)",1
"(2, 27, 2, 19, 0)",3
"(2, 27, 2, 27, 0)",2
"(2, 27, 4, 4, 0)",6
"(2, 27, 5, 4, 0)",1
"(2, 27, 6, 11, 0)",1
"(2, 27, 7, 18, 0)",2
"(2, 27, 11, 1, 0)",1
"(2, 27, 11, 2, 0)",5
"(2, 27, 11, 4, 0)",1
"(2, 27, 11, 11, 0)",2
"(2, 27, 11, 13, 0)",5
"(2, 27, 11, 21, 0)",1
"(2, 27, 13, 5, 0)",1
"(2, 27, 13, 11, 0)",1
"(2, 27, 16, 14, 0)",1
"(2, 27, 16, 16, 0)",1
"(2, 27, 16, 19, 0)",3
"(2, 27, 18, 16, 0)",2
"(2, 27, 18, 18, 0)",3
"(2, 27, 18, 23, 0)",1
"(2, 27, 19, 2, 0)",3
"(2, 27, 19, 16, 0)",3
"(2, 27, 19, 18, 0)",2
"(2, 27, 19, 19, 0)",5
"(2, 27, 19, 23, 0)",4
"(2, 27, 19, 27, 0)",1
"(2, 27, 23, 9, 0)",1
"(2, 27, 23, 13, 0)",1
"(2, 27, 23, 16, 0)",1
"(2, 27, 23, 18, 0)",3
"(2, 27, 23, 19, 0)",2
"(2, 27, 23, 27, 0)",5
"(2, 27, 27, 9, 0)",1
"(2, 27, 27, 18, 0)",3
"(2, 27, 27, 23, 0)",5
"(3, 1, 6, 1, 0)",1
"(3, 1, 6, 20, 0)",1
"(3, 1, 11, 1, 0)",1
"(3, 1, 11, 11, 0)",1
"(3, 1, 11, 20, 0)",1
"(3, 1, 17, 5, 0)",1
"(3, 1, 22, 26, 0)",1
"(3, 3, 4, 3, 0)",1
"(3, 3, 4, 6, 0)",2
"(3, 3, 4, 10, 0)",1
"(3, 3, 6, 6, 0)",1
"(3, 3, 7, 18, 0)",1
"(3, 3, 18, 7, 0)",1
"(3, 3, 27, 6, 0)",1
"(3, 3, 27, 7, 0)",2
"(3, 4, 3, 4, 0)",2
"(3, 4, 3, 10, 0)",3
"(3, 4, 3, 13, 0)",4
"(3, 4, 3, 26, 0)",1
"(3, 4, 4, 4, 0)",2
"(3, 4, 4, 5, 0)",1
"(3, 4, 4, 10, 0)",1
"(3, 4, 4, 11, 0)",2
"(3, 4, 4, 12, 0)",3
"(3, 4, 4, 13, 0)",4
"(3, 4, 4, 21, 0)",3
"(3, 4, 4, 26, 0)",3
"(3, 4, 5, 4, 0)",1
"(3, 4, 6, 10, 0)",2
"(3, 4, 7, 7, 0)",2
"(3, 4, 7, 11, 0)",4
"(3, 4, 7, 18, 0)",4
"(3, 4, 10, 6, 0)",2
"(3, 4, 10, 11, 0)",2
"(3, 4, 11, 11, 0)",2
"(3, 4, 11, 12, 0)",1
"(3, 4, 12, 6, 0)",2
"(3, 4, 12, 11, 0)",4
"(3, 4, 12, 13, 0)",1
"(3, 4, 13, 11, 0)",4
"(3, 4, 13, 12, 0)",1
"(3, 4, 13, 26, 0)",1
"(3, 4, 18, 11, 0)",5
"(3, 4, 18, 18, 0)",4
"(3, 4, 19, 19, 0)",1
"(3, 4, 21, 26, 0)",1
"(3, 4, 26, 4, 0)",1
"(3, 4, 26, 6, 0)",1
"(3, 4, 26, 13, 0)",3
"(3, 4, 26, 21, 0)",7
"(3, 4, 27, 11, 0)",1
"(3, 4, 27, 18, 0)",1
"(3, 5, 3, 1, 0)",1
"(3, 5, 3, 4, 0)",1
"(3, 5, 3, 6, 0)",1
"(3, 5, 3, 10, 0)",3
"(3, 5, 3, 11, 0)",1
"(3, 5, 3, 12, 0)",2
"(3, 5, 3, 13, 0)",2
"(3, 5, 3, 21, 0)",3
"(3, 5, 3, 26, 0)",1
"(3, 5, 4, 5, 0)",1
"(3, 5, 4, 11, 0)",2
"(3, 5, 4, 12, 0)",2
"(3, 5, 4, 26, 0)",1
"(3, 5, 5, 5, 0)",2
"(3, 5, 5, 11, 0)",2
"(3, 5, 5, 12, 0)",2
"(3, 5, 5, 22, 0)",1
"(3, 5, 5, 26, 0)",1
"(3, 5, 6, 5, 0)",1
"(3, 5, 6, 6, 0)",1
"(3, 5, 6, 10, 0)",2
"(3, 5, 6, 11, 0)",1
"(3, 5, 6, 26, 0)",2
"(3, 5, 7, 7, 0)",1
"(3, 5, 7, 11, 0)",2
"(3, 5, 7, 13, 0)",1
"(3, 5, 7, 18, 0)",2
"(3, 5, 7, 27, 0)",1
"(3, 5, 10, 3, 0)",1
"(3, 5, 10, 11, 0)",2
"(3, 5, 10, 12, 0)",2
"(3, 5, 10, 21, 0)",1
"(3, 5, 11, 6, 0)",1
"(3, 5, 11, 12, 0)",2
"(3, 5, 12, 3, 0)",2
"(3, 5, 12, 5, 0)",2
"(3, 5, 12, 6, 0)",4
"(3, 5, 12, 11, 0)",3
"(3, 5, 12, 12, 0)",1
"(3, 5, 12, 13, 0)",1
"(3, 5, 12, 17, 0)",2
"(3, 5, 12, 22, 0)",2
"(3, 5, 13, 5, 0)",1
"(3, 5, 13, 11, 0)",2
"(3, 5, 13, 12, 0)",1
"(3, 5, 13, 26, 0)",1
"(3, 5, 17, 1, 0)",1
"(3, 5, 17, 5, 0)",2
"(3, 5, 17, 20, 0)",2
"(3, 5, 18, 11, 0)",2
"(3, 5, 18, 13, 0)",3
"(3, 5, 18, 18, 0)",2
"(3, 5, 18, 27, 0)",1
"(3, 5, 21, 10, 0)",1
"(3, 5, 22, 1, 0)",2
"(3, 5, 22, 5, 0)",1
"(3, 5, 22, 20, 0)",1
"(3, 5, 22, 22, 0)",1
"(3, 5, 22, 26, 0)",1
"(3, 5, 26, 5, 0)",1
"(3, 5, 27, 18, 0)",1
"(3, 5, 27, 27, 0)",1
"(3, 6, 16, 3, 0)",1
"(3, 7, 1, 1, 0)",1
"(3, 7, 4, 3, 0)",1
"(3, 7, 7, 7, 0)",1
"(3, 7, 7, 27, 0)",1
"(3, 7, 11, 6, 0)",2
"(3, 7, 11, 11, 0)",2
"(3, 7, 11, 21, 0)",3
"(3, 7, 13, 6, 0)",2
"(3, 7, 16, 16, 0)",1
"(3, 7, 18, 18, 0)",1
"(3, 7, 18, 27, 0)",1
"(3, 7, 27, 7, 0)",1
"(3, 7, 27, 18, 0)",1
"(3, 9, 1, 1, 0)",1
"(3, 9, 1, 6, 0)",2
"(3, 9, 1, 11, 0)",1
"(3, 9, 3, 25, 0)",1
"(3, 9, 6, 1, 0)",2
"(3, 9, 6, 6, 0)",2
"(3, 9, 7, 9, 0)",2
"(3, 9, 9, 9, 0)",2
"(3, 9, 9, 18, 0)",2
"(3, 9, 11, 1, 0)",1
"(3, 9, 11, 11, 0)",2
"(3, 9, 11, 13, 0)",1
"(3, 9, 16, 17, 0)",1
"(3, 9, 16, 25, 0)",1
"(3, 9, 17, 5, 0)",3
"(3, 9, 18, 9, 0)",2
"(3, 9, 18, 18, 0)",1
"(3, 9, 18, 27, 0)",1
"(3, 9, 22, 5, 0)",2
"(3, 9, 22, 25, 0)",1
"(3, 9, 25, 3, 0)",1
"(3, 9, 25, 16, 0)",1
"(3, 10, 6, 6, 0)",1
"(3, 10, 11, 6, 0)",1
"(3, 10, 12, 3, 0)",1
"(3, 11, 3, 5, 0)",1
"(3, 11, 3, 12, 0)",1
"(3, 11, 3, 26, 0)",1
"(3, 11, 4, 26, 0)",2
"(3, 11, 5, 5, 0)",1
"(3, 11, 5, 12, 0)",1
"(3, 11, 5, 20, 0)",1
"(3, 11, 5, 26, 0)",2
"(3, 11, 6, 6, 0)",1
"(3, 11, 6, 10, 0)",1
"(3, 11, 6, 11, 0)",1
"(3, 11, 7, 11, 0)",1
"(3, 11, 7, 13, 0)",1
"(3, 11, 7, 18, 0)",1
"(3, 11, 7, 21, 0)",1
"(3, 11, 10, 11, 0)",1
"(3, 11, 11, 11, 0)",2
"(3, 11, 11, 12, 0)",1
"(3, 11, 11, 13, 0)",2
"(3, 11, 11, 18, 0)",1
"(3, 11, 12, 5, 0)",1
"(3, 11, 12, 11, 0)",2
"(3, 11, 12, 13, 0)",2
"(3, 11, 13, 11, 0)",1
"(3, 11, 16, 16, 0)",1
"(3, 11, 17, 5, 0)",1
"(3, 11, 17, 17, 0)",1
"(3, 11, 18, 11, 0)",2
"(3, 11, 18, 13, 0)",2
"(3, 11, 18, 18, 0)",2
"(3, 11, 18, 27, 0)",1
"(3, 11, 21, 6, 0)",2
"(3, 11, 22, 17, 0)",1
"(3, 11, 22, 26, 0)",1
"(3, 11, 26, 13, 0)",1
"(3, 11, 27, 18, 0)",1
"(3, 12, 3, 4, 0)",2
"(3, 12, 3, 13, 0)",2
"(3, 12, 4, 3, 0)",2
"(3, 12, 4, 5, 0)",2
"(3, 12, 4, 12, 0)",1
"(3, 12, 4, 21, 0)",1
"(3, 12, 6, 3, 0)",2
"(3, 12, 6, 5, 0)",2
"(3, 12, 6, 26, 0)",1
"(3, 12, 11, 13, 0)",1
"(3, 12, 12, 3, 0)",4
"(3, 12, 12, 4, 0)",2
"(3, 12, 12, 5, 0)",1
"(3, 12, 12, 13, 0)",1
"(3, 12, 12, 22, 0)",1
"(3, 12, 12, 26, 0)",2
"(3, 12, 13, 11, 0)",1
"(3, 12, 17, 1, 0)",1
"(3, 12, 17, 6, 0)",2
"(3, 12, 17, 12, 0)",1
"(3, 12, 21, 3, 0)",1
"(3, 12, 22, 1, 0)",1
"(3, 12, 22, 5, 0)",1
"(3, 12, 22, 11, 0)",1
"(3, 12, 22, 12, 0)",1
"(3, 12, 22, 22, 0)",1
"(3, 12, 26, 4, 0)",2
"(3, 12, 26, 12, 0)",1
"(3, 12, 26, 13, 0)",1
"(3, 12, 26, 21, 0)",1
"(3, 13, 3, 4, 0)",1
"(3, 13, 3, 26, 0)",2
"(3, 13, 4, 4, 0)",2
"(3, 13, 4, 26, 0)",3
"(3, 13, 6, 6, 0)",1
"(3, 13, 6, 10, 0)",2
"(3, 13, 6, 11, 0)",1
"(3, 13, 7, 11, 0)",3
"(3, 13, 10, 4, 0)",1
"(3, 13, 10, 6, 0)",2
"(3, 13, 10, 10, 0)",2
"(3, 13, 10, 11, 0)",3
"(3, 13, 10, 21, 0)",3
"(3, 13, 11, 11, 0)",2
"(3, 13, 11, 12, 0)",2
"(3, 13, 12, 11, 0)",3
"(3, 13, 13, 12, 0)",1
"(3, 13, 18, 11, 0)",4
"(3, 13, 19, 5, 0)",1
"(3, 13, 21, 6, 0)",1
"(3, 13, 21, 10, 0)",2
"(3, 13, 21, 11, 0)",1
"(3, 13, 26, 3, 0)",2
"(3, 13, 26, 4, 0)",4
"(3, 16, 1, 1, 0)",2
"(3, 16, 1, 5, 0)",1
"(3, 16, 1, 6, 0)",3
"(3, 16, 1, 11, 0)",1
"(3, 16, 1, 22, 0)",1
"(3, 16, 3, 4, 0)",2
"(3, 16, 3, 5, 0)",3
"(3, 16, 3, 6, 0)",1
"(3, 16, 3, 7, 0)",1
"(3, 16, 3, 11, 0)",4
"(3, 16, 3, 13, 0)",5
"(3, 16, 3, 16, 0)",2
"(3, 16, 3, 18, 0)",4
"(3, 16, 3, 19, 0)",1
"(3, 16, 3, 21, 0)",2
"(3, 16, 3, 22, 0)",1
"(3, 16, 3, 27, 0)",2
"(3, 16, 4, 3, 0)",1
"(3, 16, 4, 4, 0)",1
"(3, 16, 4, 5, 0)",3
"(3, 16, 4, 6, 0)",1
"(3, 16, 4, 11, 0)",5
"(3, 16, 5, 1, 0)",1
"(3, 16, 5, 4, 0)",1
"(3, 16, 5, 5, 0)",2
"(3, 16, 5, 6, 0)",1
"(3, 16, 5, 11, 0)",4
"(3, 16, 6, 1, 0)",1
